location,name,freq,weighting,direction,n_stocks,n_stocks_min,date,ret
dnk,mkt,daily,vw_cap,na,28,na,1987-06-23,-0.003543987
dnk,mkt,daily,vw_cap,na,22,na,1987-06-19,-0.00467927
dnk,mkt,daily,vw_cap,na,23,na,1987-06-18,0.0029307713
dnk,mkt,daily,vw_cap,na,23,na,1987-06-17,0.0030400989
dnk,mkt,daily,vw_cap,na,20,na,1987-06-29,-0.009777868
dnk,mkt,daily,vw_cap,na,24,na,1987-06-15,-0.000422357
dnk,mkt,daily,vw_cap,na,30,na,1987-06-12,0.0058892397
dnk,mkt,daily,vw_cap,na,23,na,1987-06-11,0.0039019993
dnk,mkt,daily,vw_cap,na,25,na,1987-06-10,0.005726229
dnk,mkt,daily,vw_cap,na,27,na,1987-06-09,0.011496079
dnk,mkt,daily,vw_cap,na,20,na,1987-06-08,0.003932359
dnk,mkt,daily,vw_cap,na,20,na,1987-06-04,0.0035718426
dnk,mkt,daily,vw_cap,na,21,na,1987-06-03,-0.003611788
dnk,mkt,daily,vw_cap,na,22,na,1987-06-02,0.015539314
dnk,mkt,daily,vw_cap,na,27,na,1987-06-01,0.0051156646
dnk,mkt,daily,vw_cap,na,30,na,1987-07-31,-0.001963707
dnk,mkt,daily,vw_cap,na,17,na,1987-07-30,0.0036981093
dnk,mkt,daily,vw_cap,na,20,na,1987-07-29,0.0048301895
dnk,mkt,daily,vw_cap,na,22,na,1987-07-24,0.0068979656
dnk,mkt,daily,vw_cap,na,22,na,1987-07-23,0.0047561281
dnk,mkt,daily,vw_cap,na,21,na,1987-07-28,0.0069911825
dnk,mkt,daily,vw_cap,na,19,na,1987-07-22,-0.003842262
dnk,mkt,daily,vw_cap,na,20,na,1987-07-20,-0.009175419
dnk,mkt,daily,vw_cap,na,24,na,1987-07-17,-0.009589553
dnk,mkt,daily,vw_cap,na,25,na,1987-07-16,-0.0029582
