location,name,freq,weighting,n_factors,date,ret
dnk,accruals,monthly,vw_cap,6,2020-05-31,-0.0357381435161972
dnk,accruals,monthly,vw_cap,6,2020-06-30,0.0221431217221966
dnk,accruals,monthly,vw_cap,6,2020-07-31,0.0169587619580179
dnk,accruals,monthly,vw_cap,6,2020-08-31,0.0593371140410514
dnk,accruals,monthly,vw_cap,6,2020-09-30,0.0134952614323926
dnk,accruals,monthly,vw_cap,6,2020-10-31,0.0129292259223874
dnk,accruals,monthly,vw_cap,6,2020-11-30,0.00286564102301321
dnk,accruals,monthly,vw_cap,6,2020-12-31,0.00713920601916084
dnk,accruals,monthly,vw_cap,6,2021-01-31,-0.0128002675644594
dnk,accruals,monthly,vw_cap,6,2021-02-28,0.0152984029268103
dnk,accruals,monthly,vw_cap,6,2021-03-31,-0.00206520378416017
dnk,accruals,monthly,vw_cap,6,2021-04-30,0.00298283898022812
dnk,accruals,monthly,vw_cap,6,2021-05-31,0.0281017045307725
dnk,accruals,monthly,vw_cap,6,2021-06-30,0.0143165880061411
dnk,accruals,monthly,vw_cap,6,2021-07-31,-0.0266555443545053
dnk,accruals,monthly,vw_cap,6,2021-08-31,-0.00549993298431857
dnk,accruals,monthly,vw_cap,6,2021-09-30,0.000164201887635366
dnk,accruals,monthly,vw_cap,6,2021-10-31,0.00172119045791604
dnk,accruals,monthly,vw_cap,6,2021-11-30,-0.0047363202494815
dnk,accruals,monthly,vw_cap,6,2021-12-31,0.00916513311337341
dnk,accruals,monthly,vw_cap,6,2022-01-31,0.0264233704231232
dnk,accruals,monthly,vw_cap,6,2022-02-28,0.0230221231819058
dnk,accruals,monthly,vw_cap,6,2022-03-31,0.00151961223101995
dnk,accruals,monthly,vw_cap,6,2022-04-30,0.0180458604518744
dnk,accruals,monthly,vw_cap,6,2022-05-31,0.0078391039197683
dnk,accruals,monthly,vw_cap,6,2022-06-30,-0.00253333421252751
dnk,accruals,monthly,vw_cap,6,2022-07-31,-0.0255465539328713
dnk,accruals,monthly,vw_cap,6,2022-08-31,0.0129163109091228
dnk,accruals,monthly,vw_cap,6,2022-09-30,0.005906855937809
dnk,accruals,monthly,vw_cap,6,2022-10-31,-0.046796023792487
dnk,accruals,monthly,vw_cap,6,2022-11-30,0.00637668037947081
dnk,accruals,monthly,vw_cap,6,2022-12-31,0.0275302943702539
dnk,accruals,monthly,vw_cap,6,2023-01-31,0.0190677103664473
